ActivityID,ActivityName
b6de32c4-98ef-11e9-8e00-0028f8be90af,Armour_Placement_S08_B01
b6de32c5-98ef-11e9-9eb0-0028f8be90af,Armour_Placement_S09_B01
b6de32c6-98ef-11e9-a9fe-0028f8be90af,Armour_Placement_S10_B01
b6de32c7-98ef-11e9-866f-0028f8be90af,Armour_Placement_S11_B01
b6de32c8-98ef-11e9-8a2e-0028f8be90af,Armour_Placement_S12_B01
b6de32c9-98ef-11e9-a758-0028f8be90af,Armour_Placement_S13_B01
b6de32ca-98ef-11e9-8997-0028f8be90af,Armour_Placement_S14_B01
b6de32cb-98ef-11e9-bfbc-0028f8be90af,Armour_Placement_S15_B01
b6de32cc-98ef-11e9-9ea1-0028f8be90af,Armour_Placement_S16_B01
b6de32cd-98ef-11e9-b756-0028f8be90af,Armour_Placement_S17_B01
b6de32ce-98ef-11e9-a670-0028f8be90af,Armour_Placement_S18_B01
b6de32cf-98ef-11e9-b2a7-0028f8be90af,Armour_Placement_S19_B01
b6de32d0-98ef-11e9-98f1-0028f8be90af,Armour_Placement_S20_B01
b6de32d1-98ef-11e9-b358-0028f8be90af,Armour_Placement_S01_B02
b6de59ae-98ef-11e9-845d-0028f8be90af,Armour_Placement_S02_B02
b6de59af-98ef-11e9-b9bd-0028f8be90af,Armour_Placement_S03_B02
b6de59b0-98ef-11e9-9f1d-0028f8be90af,Armour_Placement_S04_B02
b6de59b1-98ef-11e9-9a12-0028f8be90af,Armour_Placement_S05_B02
b6de59b2-98ef-11e9-ae8c-0028f8be90af,Armour_Placement_S06_B02
b6de59b3-98ef-11e9-9564-0028f8be90af,Armour_Placement_S07_B02
b6de59b4-98ef-11e9-a3ca-0028f8be90af,Armour_Placement_S08_B02
b6de59b5-98ef-11e9-9e44-0028f8be90af,Armour_Placement_S09_B02
b6de59b6-98ef-11e9-9999-0028f8be90af,Armour_Placement_S10_B02
b6de59b7-98ef-11e9-b916-0028f8be90af,Armour_Placement_S11_B02
b6de59b8-98ef-11e9-9c80-0028f8be90af,Armour_Placement_S12_B02
b6de59b9-98ef-11e9-bbbd-0028f8be90af,Armour_Placement_S13_B02
b6de80ca-98ef-11e9-b148-0028f8be90af,Armour_Placement_S14_B02
b6de80cb-98ef-11e9-af29-0028f8be90af,Armour_Placement_S15_B02
b6de80cc-98ef-11e9-82a8-0028f8be90af,Armour_Placement_S16_B02
b6de80cd-98ef-11e9-beb0-0028f8be90af,Armour_Placement_S17_B02
b6de80ce-98ef-11e9-95dd-0028f8be90af,Armour_Placement_S18_B02
b6de80cf-98ef-11e9-b950-0028f8be90af,Armour_Placement_S19_B02
b6de80d0-98ef-11e9-a16a-0028f8be90af,Armour_Placement_S20_B02
b6de80d1-98ef-11e9-aa14-0028f8be90af,Levvel_Placement_S01_B01
b6de80d2-98ef-11e9-8a3b-0028f8be90af,Levvel_Placement_S02_B01
b6de80d3-98ef-11e9-b3a6-0028f8be90af,Levvel_Placement_S03_B01
b6de80d4-98ef-11e9-bddb-0028f8be90af,Levvel_Placement_S04_B01
b6de80d5-98ef-11e9-94c9-0028f8be90af,Levvel_Placement_S05_B01
b6dea7d4-98ef-11e9-bbe0-0028f8be90af,Levvel_Placement_S06_B01
b6dea7d5-98ef-11e9-ac87-0028f8be90af,Levvel_Placement_S07_B01
b6dea7d6-98ef-11e9-9f6f-0028f8be90af,Levvel_Placement_S08_B01
b6dea7d7-98ef-11e9-800d-0028f8be90af,Levvel_Placement_S09_B01
b6dea7d8-98ef-11e9-93ec-0028f8be90af,Levvel_Placement_S10_B01
b6dea7d9-98ef-11e9-a0c8-0028f8be90af,Levvel_Placement_S11_B01
b6decee6-98ef-11e9-8e3e-0028f8be90af,Levvel_Placement_S12_B01
b6decee7-98ef-11e9-a84a-0028f8be90af,Levvel_Placement_S13_B01
b6decee8-98ef-11e9-b878-0028f8be90af,Levvel_Placement_S14_B01
b6decee9-98ef-11e9-96ff-0028f8be90af,Levvel_Placement_S15_B01
b6def630-98ef-11e9-bb80-0028f8be90af,Levvel_Placement_S16_B01
b6def631-98ef-11e9-a9a6-0028f8be90af,Levvel_Placement_S17_B01
b6def632-98ef-11e9-bc49-0028f8be90af,Levvel_Placement_S18_B01
b6def633-98ef-11e9-a752-0028f8be90af,Levvel_Placement_S19_B01
b6def634-98ef-11e9-ba3e-0028f8be90af,Levvel_Placement_S20_B01
b6def635-98ef-11e9-89b7-0028f8be90af,Levvel_Placement_S01_B02
b6def636-98ef-11e9-8bd1-0028f8be90af,Levvel_Placement_S02_B02
b6def637-98ef-11e9-8b81-0028f8be90af,Levvel_Placement_S03_B02
b6def638-98ef-11e9-9f87-0028f8be90af,Levvel_Placement_S04_B02
b6def639-98ef-11e9-86f9-0028f8be90af,Levvel_Placement_S05_B02
b6def63a-98ef-11e9-9728-0028f8be90af,Levvel_Placement_S06_B02
b6def63b-98ef-11e9-9f27-0028f8be90af,Levvel_Placement_S07_B02
b6def63c-98ef-11e9-960b-0028f8be90af,Levvel_Placement_S08_B02
b6def63d-98ef-11e9-a586-0028f8be90af,Levvel_Placement_S09_B02
b6def63e-98ef-11e9-af15-0028f8be90af,Levvel_Placement_S10_B02
b6def63f-98ef-11e9-9624-0028f8be90af,Levvel_Placement_S11_B02
b6def640-98ef-11e9-a80f-0028f8be90af,Levvel_Placement_S12_B02
b6def641-98ef-11e9-88f5-0028f8be90af,Levvel_Placement_S13_B02
b6df1cf4-98ef-11e9-bc5e-0028f8be90af,Levvel_Placement_S14_B02
b6df1cf5-98ef-11e9-a97d-0028f8be90af,Levvel_Placement_S15_B02
b6df1cf6-98ef-11e9-bb7e-0028f8be90af,Levvel_Placement_S16_B02
b6df1cf7-98ef-11e9-839d-0028f8be90af,Levvel_Placement_S17_B02
b6df1cf8-98ef-11e9-80f8-0028f8be90af,Levvel_Placement_S18_B02
b6df1cf9-98ef-11e9-85d0-0028f8be90af,Levvel_Placement_S19_B02
b6df1cfa-98ef-11e9-ba04-0028f8be90af,Levvel_Placement_S20_B02
