ActivityID,EquipmentID,ActivityFunction
a91fbdd9-98ee-11e9-bb39-0028f8be90af,a91cd7f4-98ee-11e9-8f98-0028f8be90af,Loader
a91fbdd9-98ee-11e9-bb39-0028f8be90af,a91cd7f7-98ee-11e9-92b3-0028f8be90af,Mover
a91fbdd9-98ee-11e9-bb39-0028f8be90af,a91cd7f5-98ee-11e9-9c69-0028f8be90af,Unloader
a91fbdda-98ee-11e9-8c9e-0028f8be90af,a91cd7f4-98ee-11e9-8f98-0028f8be90af,Loader
a91fbdda-98ee-11e9-8c9e-0028f8be90af,a91cd7f6-98ee-11e9-aa70-0028f8be90af,Mover
a91fbdda-98ee-11e9-8c9e-0028f8be90af,a91cd7f5-98ee-11e9-9c69-0028f8be90af,Unloader
a91fbddb-98ee-11e9-b1c1-0028f8be90af,a91cd7f4-98ee-11e9-8f98-0028f8be90af,Loader
a91fbddb-98ee-11e9-b1c1-0028f8be90af,a91cd7f7-98ee-11e9-92b3-0028f8be90af,Mover
a91fbddb-98ee-11e9-b1c1-0028f8be90af,a91cd7f5-98ee-11e9-9c69-0028f8be90af,Unloader
a91fbddc-98ee-11e9-b4eb-0028f8be90af,a91cd7f4-98ee-11e9-8f98-0028f8be90af,Loader
a91fbddc-98ee-11e9-b4eb-0028f8be90af,a91cd7f6-98ee-11e9-aa70-0028f8be90af,Mover
