ActivityID,EquipmentID,ActivityFunction
e226e7c5-98ee-11e9-be06-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e226e7c5-98ee-11e9-be06-0028f8be90af,e21eaa4a-98ee-11e9-8e11-0028f8be90af,Mover
e226e7c5-98ee-11e9-be06-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e226e7c6-98ee-11e9-96a1-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e226e7c6-98ee-11e9-96a1-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e226e7c6-98ee-11e9-96a1-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e226e7c7-98ee-11e9-80ac-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e226e7c7-98ee-11e9-80ac-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e226e7c7-98ee-11e9-80ac-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e226e7c8-98ee-11e9-a242-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e226e7c8-98ee-11e9-a242-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e226e7c8-98ee-11e9-a242-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270eba-98ee-11e9-a3f5-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270eba-98ee-11e9-a3f5-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270eba-98ee-11e9-a3f5-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ebb-98ee-11e9-8a04-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ebb-98ee-11e9-8a04-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270ebb-98ee-11e9-8a04-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ebc-98ee-11e9-a320-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ebc-98ee-11e9-a320-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270ebc-98ee-11e9-a320-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ebd-98ee-11e9-8144-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ebd-98ee-11e9-8144-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270ebd-98ee-11e9-8144-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ebe-98ee-11e9-9720-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ebe-98ee-11e9-9720-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270ebe-98ee-11e9-9720-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ebf-98ee-11e9-b917-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ebf-98ee-11e9-b917-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270ebf-98ee-11e9-b917-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ec0-98ee-11e9-b67e-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ec0-98ee-11e9-b67e-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270ec0-98ee-11e9-b67e-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ec1-98ee-11e9-b0db-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ec1-98ee-11e9-b0db-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270ec1-98ee-11e9-b0db-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ec2-98ee-11e9-baac-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ec2-98ee-11e9-baac-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270ec2-98ee-11e9-baac-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ec3-98ee-11e9-850d-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ec3-98ee-11e9-850d-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270ec3-98ee-11e9-850d-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ec4-98ee-11e9-9fbb-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ec4-98ee-11e9-9fbb-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270ec4-98ee-11e9-9fbb-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ec5-98ee-11e9-b4bd-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ec5-98ee-11e9-b4bd-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270ec5-98ee-11e9-b4bd-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ec6-98ee-11e9-ab92-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ec6-98ee-11e9-ab92-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270ec6-98ee-11e9-ab92-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ec7-98ee-11e9-b6b2-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ec7-98ee-11e9-b6b2-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270ec7-98ee-11e9-b6b2-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ec8-98ee-11e9-99f9-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ec8-98ee-11e9-99f9-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270ec8-98ee-11e9-99f9-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ec9-98ee-11e9-9dac-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ec9-98ee-11e9-9dac-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270ec9-98ee-11e9-9dac-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270eca-98ee-11e9-a32b-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270eca-98ee-11e9-a32b-0028f8be90af,e21ed162-98ee-11e9-9011-0028f8be90af,Mover
e2270eca-98ee-11e9-a32b-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ecb-98ee-11e9-b4f4-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ecb-98ee-11e9-b4f4-0028f8be90af,e21eaa4a-98ee-11e9-8e11-0028f8be90af,Mover
e2270ecb-98ee-11e9-b4f4-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ecc-98ee-11e9-aafd-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ecc-98ee-11e9-aafd-0028f8be90af,e21eaa4a-98ee-11e9-8e11-0028f8be90af,Mover
e2270ecc-98ee-11e9-aafd-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ecd-98ee-11e9-8675-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ecd-98ee-11e9-8675-0028f8be90af,e21eaa4a-98ee-11e9-8e11-0028f8be90af,Mover
e2270ecd-98ee-11e9-8675-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ece-98ee-11e9-9ee9-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ece-98ee-11e9-9ee9-0028f8be90af,e21eaa4a-98ee-11e9-8e11-0028f8be90af,Mover
e2270ece-98ee-11e9-9ee9-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ecf-98ee-11e9-ac3e-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ecf-98ee-11e9-ac3e-0028f8be90af,e21eaa4a-98ee-11e9-8e11-0028f8be90af,Mover
e2270ecf-98ee-11e9-ac3e-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ed0-98ee-11e9-a0d3-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ed0-98ee-11e9-a0d3-0028f8be90af,e21eaa4a-98ee-11e9-8e11-0028f8be90af,Mover
e2270ed0-98ee-11e9-a0d3-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ed1-98ee-11e9-b24a-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ed1-98ee-11e9-b24a-0028f8be90af,e21eaa4a-98ee-11e9-8e11-0028f8be90af,Mover
e2270ed1-98ee-11e9-b24a-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ed2-98ee-11e9-bdbe-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ed2-98ee-11e9-bdbe-0028f8be90af,e21eaa4a-98ee-11e9-8e11-0028f8be90af,Mover
e2270ed2-98ee-11e9-bdbe-0028f8be90af,e21eaa49-98ee-11e9-a477-0028f8be90af,Unloader
e2270ed3-98ee-11e9-b255-0028f8be90af,e21eaa48-98ee-11e9-85e9-0028f8be90af,Loader
e2270ed3-98ee-11e9-b255-0028f8be90af,e21eaa4a-98ee-11e9-8e11-0028f8be90af,Mover
