EventID,EventName
bd9683fa-97eb-11e9-a217-b469212bff5b,loading
bd96dfcc-97eb-11e9-8bcd-b469212bff5b,sailing filled
bd97208c-97eb-11e9-9e70-b469212bff5b,unloading
bd979586-97eb-11e9-9c6f-b469212bff5b,sailing empty
cabdf8ae-97eb-11e9-8bd8-b469212bff5b,waiting for spill
