LocationID,LocationName,Longitude,Latitude
07d335c2-9912-11e9-bb1e-0028f8be90af,Clay_Layer_00,5.054676856441372,52.94042293840172
07d335c3-9912-11e9-b5ee-0028f8be90af,Clay_Layer_01,5.067319006746387,52.94707774387622
07d335c4-9912-11e9-87a2-0028f8be90af,Clay_Layer_02,5.0799611570514,52.95373254935072
07d35ce2-9912-11e9-9a82-0028f8be90af,Clay_Layer_03,5.0926033073564145,52.96038735482522
07d35ce3-9912-11e9-a553-0028f8be90af,Clay_Layer_04,5.105245457661429,52.967042160299734
07d35ce4-9912-11e9-8d89-0028f8be90af,Clay_Layer_05,5.117887607966441,52.973696965774224
07d35ce5-9912-11e9-8eb3-0028f8be90af,Clay_Layer_06,5.130529758271456,52.98035177124872
07d35ce6-9912-11e9-88ce-0028f8be90af,Clay_Layer_07,5.143171908576472,52.987006576723225
07d4a8ac-9912-11e9-8c33-0028f8be90af,Clay_Layer_08,5.155814058881486,52.99366138219772
07d4a8ad-9912-11e9-9a41-0028f8be90af,Clay_Layer_09,5.168456209186499,53.000316187672226
07d4bc76-9912-11e9-8d1a-0028f8be90af,Clay_Layer_10,5.1810983594915125,53.006970993146744
07d4bc77-9912-11e9-ab62-0028f8be90af,Clay_Layer_11,5.193740509796529,53.01362579862124
07d4bc78-9912-11e9-9614-0028f8be90af,Clay_Layer_12,5.206382660101542,53.02028060409575
07d4bc79-9912-11e9-8c33-0028f8be90af,Clay_Layer_13,5.219024810406557,53.02693540957024
07d4bc7a-9912-11e9-b6bb-0028f8be90af,Clay_Layer_14,5.2316669607115704,53.03359021504475
07d4bc7b-9912-11e9-883a-0028f8be90af,Clay_Layer_15,5.244309111016584,53.040245020519244
07d4bc7c-9912-11e9-a93a-0028f8be90af,Clay_Layer_16,5.256951261321598,53.04689982599375
07d4bc7d-9912-11e9-a641-0028f8be90af,Clay_Layer_17,5.269593411626612,53.053554631468245
07d4e374-9912-11e9-adbb-0028f8be90af,Clay_Layer_18,5.282235561931627,53.06020943694275
07d4eb5c-9912-11e9-b783-0028f8be90af,Clay_Layer_19,5.294877712236642,53.06686424241725
07d4eb5d-9912-11e9-b2e1-0028f8be90af,Sand_Layer_00,5.052051052879287,52.94218944727329
07d4eb5e-9912-11e9-96ec-0028f8be90af,Sand_Layer_01,5.064691354386119,52.94885650787422
07d4eb5f-9912-11e9-ad8b-0028f8be90af,Sand_Layer_02,5.077331655892952,52.95552356847515
07d50a76-9912-11e9-9815-0028f8be90af,Sand_Layer_03,5.089971957399785,52.96219062907608
07d511b8-9912-11e9-a45a-0028f8be90af,Sand_Layer_04,5.102612258906617,52.968857689677
07d511b9-9912-11e9-950a-0028f8be90af,Sand_Layer_05,5.11525256041345,52.97552475027792
07d511ba-9912-11e9-8e58-0028f8be90af,Sand_Layer_06,5.127892861920281,52.98219181087885
07d511bb-9912-11e9-97de-0028f8be90af,Sand_Layer_07,5.140533163427113,52.98885887147977
07d511bc-9912-11e9-8d47-0028f8be90af,Sand_Layer_08,5.153173464933945,52.99552593208071
07d511bd-9912-11e9-b38f-0028f8be90af,Sand_Layer_09,5.1658137664407775,53.002192992681614
07d5318a-9912-11e9-b36c-0028f8be90af,Sand_Layer_10,5.1784540679476105,53.00886005328255
07d5318b-9912-11e9-8178-0028f8be90af,Sand_Layer_11,5.191094369454444,53.01552711388346
07d5318c-9912-11e9-a93f-0028f8be90af,Sand_Layer_12,5.203734670961275,53.0221941744844
